full_text,translated,klasifikasi,prediksi,sentiment
tuhkan bahkan lu bingung bayangkan se ketrigger apa gw liat lu suara mirip askot mirip wanginya mirip tingginya mirip segala macem mirip topinya jg mirip,"I even confused you to imagine as a ketrigger, I see that you see a sound like askot like a fragrance like a height like all kinds like a tile too similar too",Netral,Netral,TextBlob analysis used
manusia tolol kalo dibiarin idup kasus besar kok mau aja alihin isu ruu tni ketua kelompok dapet duit buat ngalihin ngajakin demo orang diajak katidak dapet duitpolang plongo kek orang goblok kebawa fomo mulu tolol,stupid humans if left alive a big case why want to divert the issue of tni tni group leader get money to invite people's demonstrations invited can not get moneypolang plongo like a stupid person brought fomo all the time stupid stupid,Negatif,Negatif,TextBlob analysis used
mashallah liat tni bantu rakyat sana sini kok ada nuduh ruu tni bakal jadi dwifungsi abri,"Mashallah see the TNI Help the people here and there, how come there is a TNI Bill to be a dwifunction of ABRI",Netral,Netral,TextBlob analysis used
gw bilang mirip mantan gw banget anjg,I said like my ex -anjg,Netral,Netral,TextBlob analysis used
td gue nge gas tukang grab ngomong boong ruu tni hoax ye ngentot lukh,td gue nge gas grab ngomong boong ruu tni hoax ye,Netral,Netral,TextBlob analysis used
hi join,hi join,Netral,Netral,TextBlob analysis used
sebenernya gw takut aja lagian rapih banget dandanan lu sepertik mau kerja jd budak korporat,"Actually, I'm just afraid of being very neat and your makeup like I want to work so the corporate slave",Negatif,Negatif,TextBlob analysis used
on off emg ya hukum sapphic,on off emg ya hukum sapphic,Netral,Netral,TextBlob analysis used
gw mau warnain rambut jg,I want to color my hair too,Netral,Netral,TextBlob analysis used
outfit outfit ngedate gw dulu ama mantan anjg makanya shock mantan gw ngapain disini,"Outfit Outfit Dgelan I first with a former Anjg, so what are my former shock here",Positif,Positif,TextBlob analysis used
gue kan selalu upadaate igs ruu tni terus sepupu gue suka bikin igs kelakuan isilop nolong warga dih ketrigger lo,I always keep upadaate igs bill and keep cousins ​​like to make igs the behavior of the people to help the people in the,Netral,Netral,TextBlob analysis used
iya anjg pantes orang salfok sm lockscreen gw,it is also worth the person infectk.,Positif,Positif,TextBlob analysis used
lucuuuu tololl,lucuuuu tololl,Netral,Netral,TextBlob analysis used
hy apa warga jakarta peduli demo ruu tni,Hy residents of Jakarta Caring for the Demo of the TNI Bill,Netral,Netral,TextBlob analysis used
memanas wkwkw nongkrong bahas ruu tni kocaknya nge dukung ruu tni lu yang ngedukung ni gila kocakkk,Heating a lot of money to support the luncheons,Netral,Netral,TextBlob analysis used
memang salahnya apa ruu tni demonya bernilai jihad apa ruu tsb mengajak menyekutukan allah merendahkan agama menyebabkannya huru hara pembunuhan bentuk kemungkaran fatal lainnya coba terangkan saya masih awam pak,"Indeed, what's wrong with the TNI Bill, the demo is worth the jihad, the bill is inviting associating with God to demean religion, causing the riot of the murder of other fatal forms.",Negatif,Negatif,TextBlob analysis used
uu tni di sahkan terlanjur ruu lain antre beranikah bersikap memihak kepentingan rakyat berharap membuat bangga bu mega bung karno,The TNI Law was approved by the other Bill in line with the marriage to be in favor of the interests of the people hoping to make Mrs. Mega Bung Karno proud,Positif,Positif,TextBlob analysis used
excited gw ilang pengesahan ruu tni,Excited I lost the ratification of the TNI Bill,Positif,Positif,TextBlob analysis used
gambaran uu tni kalau ruu polri sah in,an overview of the TNI Law if the National Police Bill is legitimate,Netral,Netral,TextBlob analysis used
makanya min baca dulu mahasiswa menentang ruu tni bukan fungsi tni dlm berbangsa bermasyarakat,"So Min read students first opposing the TNI Bill, not a function of the TNI in the nation's nation",Positif,Positif,TextBlob analysis used
rakyat cerdas terbukti sampai rakyat turun demo anti uu tni ruu polri,The intelligent people are proven until the people down the anti -TNI Law Demo Demo,Positif,Positif,TextBlob analysis used
lah case nya beda fedi nuril soal kinerja soal ruu tni gimana sih,"The case is different from Fedi Nuril about the performance of the TNI Bill, how",Netral,Netral,TextBlob analysis used
hi sebutkan pos sipil terdapat ruu tni,Hi Mention the Civil Post there is a TNI Bill,Netral,Netral,TextBlob analysis used
bulan suci menjadi alasan untuk mengesahkan ruu tni polri bukan suatu kebetulan sebagian besar kita sedang menikmati indahnya beribadah sebagian besar kita tau negara sedang menuju kegelapan,The holy month is a reason to ratify the Indonesian National Police bill is not a coincidence that most of us are enjoying the beauty of worship most of us know the country is heading for darkness,Positif,Positif,TextBlob analysis used
buset kasih bukti lah anjr jangan modal ngetik doang masalah ruu tni jadi nyebar mana diluar permasalahan gmna sih fokus aja sama tujuan awal bukan malah jadi orng makan kecubung mabok,"Butet, give proof that Anjr do not type capital, the problem of the TNI Bill so it spreads outside, how come it's just the problem with the initial destination instead of becoming a amethyst amethyst",Positif,Positif,TextBlob analysis used
selama berisik medsos soal ruu tni salah satu alasan terbesarnya aku udah paranoid duluan gimana negara memperlakukan perempuan masa lalu pembantaian diskriminasi ke perempuan ngtidak mau kalau harus terulang,"During the noisy social media about the TNI Bill, one of the biggest reasons I already paranoid first how the state treated women of the past. Discrimination for women did not want to be repeated",Positif,Positif,TextBlob analysis used
maksdnya indo sirkel sama korut china gitu un vibes ruu tni,"Makinnya Indo Circle with North Korea China, so UN Vibes TNI Bill",Netral,Netral,TextBlob analysis used
ada bikin trend jj orang cerdas tolak ruu tni,there is a trend JJ intelligent people reject the TNI Bill,Positif,Positif,TextBlob analysis used
ada mau nanya sih semua lebih milih fokus ruu tni kekerasan sipil aparat,there are want to ask all of them to prefer the focus of the TNI Civil Violence Bill on the apparatus,Netral,Netral,TextBlob analysis used
mampuss wkwk kan voter bikin gaduh cmn pangalihan isu pas ruu tni,Mampuss wkwk right voters make noise,Positif,Positif,TextBlob analysis used
demo ruu tni pandangan tewol,Demo of the TNI Draft Bill Killed,Negatif,Netral,TextBlob analysis used
ruu tni udah disahin jadi uu tanggal maret jadi kecil kemungkinan pemerintah bilang hoax pemerintah keliatannya ga bakal dialog arah sama pengunjuk rasa soalnya fokusnya lebih lanjutin uu meski protes dpr minta masyarakat baca uunya bukan,The TNI Bill has been given so the March Law so it is a small possibility that the government says the government's hoax does not look like a dialogue with the demonstration because the focus is further on the law even though the DPR protest.,Negatif,Negatif,TextBlob analysis used
dpet ruu tni sm mayor tedi,DPET TNI Bill SM Major Tedi,Positif,Positif,TextBlob analysis used
terus keuntungan buat rakyat apa hadirnya jokowi kancah politik indonesia andil siapa kalau bukan begundal padaip tau kan rasanya dzolimi jokowi sekarang aja merasa paling tersakiti jadi oposisi gk berani giliran ruu tni gerak cepat ketok palu,"Then the advantage for the people what is the presence of Jokowi Indonesian political scene is the contribution if it is not so that it is like the dholimi Jokowi now feels the most hurt so that the opposition is not brave turn to the TNI Bill, the Fast Knock Palu",Positif,Positif,TextBlob analysis used
kebanyakan asbun bgst,Most asbun bgst,Positif,Positif,TextBlob analysis used
ogah gw mendinf mati,I don't want to died,Netral,Netral,TextBlob analysis used
gua benci lu banget kutangnyengir anjinggg,"I really hate you, I have an anjingg",Negatif,Negatif,TextBlob analysis used
ih iya gajadi ah mirip prabowo soalny,He is a gajadi ah like prabowo questionny,Netral,Netral,TextBlob analysis used
apaan sihh rakyat fokus melawan ruu tni heboh sendiri urusan kaumnya,what the people focus on fighting the TNI Bill for their own affairs,Positif,Positif,TextBlob analysis used
ony rony minta grok pakai bahasa banjar bahasa urang banjar kalimantan selatan bagian keluarga melayu diskusi asal ruu tni polri cepat disahkan mungkin agenda prabowo ada khawatir soal demokrasi ham,Ony Rony Asks Grok to Use Banjar Language Urang Banjar Language South Kalimantan Section The Malay Family Discussion Originally Discussion of the Indonesian TNI Bill Fast Probably Prabowo's agenda is worried about Human Rights Democracy,Positif,Positif,TextBlob analysis used
siapa baca ruu tni paham isinya ada dwifungsi abri bukan siapa yang ngomong kau sendiri baca uu nya,who reads the TNI Bill to understand its contents there is a dwifunction of ABRI not who says you yourself read the law,Netral,Netral,TextBlob analysis used
muales pengalihan isu model begini penting blas mau gay biseks sy peduli sy lebih peduli dg ruu tni korupsi bumn program buangbuang duit macam mbg,"Muias of transferring the issue of this model is important, BLAS want to be gay, I care about me, I care more about the TNI BUMN BUMN BUMN BUMN DEVELOPMENT DEVELOPMENT",Positif,Positif,TextBlob analysis used
bulan ramadan tahun telah dikotori tindakan brutal aparat peserta aksi tolak ruu tni berbagai daerah menjelang idul fitri lbh jakarta bekerja sama memproduksi kaos defund the police,The month of Ramadan has been littered with brutal actions participating in the TNI Bill in various regions ahead of Eid al -Fitr LBH Jakarta working together to produce defund the police t -shirts,Negatif,Negatif,TextBlob analysis used
jalan dipilih prabowo merugikan oligark disekelilingnya bergantung deal deal politiknya jangan lupakan ambisi sang aktor jika terbitnya uu tni katanya selanjutnya ruu polri,"The road was chosen by Prabowo to harm the oligarch around him depending on his political deal, don't forget the ambitions of the actor if the issuance of the TNI Law he said further",Netral,Netral,TextBlob analysis used
duhh sbelum ruu tni tni emg selalu suka ngerendahin kek gini sok jd manusia plng ganteng diduniaa,"Duhh before the TNI TNI Bill, EMG always likes to be lowered to be pretentious so handsome people in the world",Positif,Positif,TextBlob analysis used
leh tp ntr balikin pull yh,leh but ntr back the pull yh,Netral,Netral,TextBlob analysis used
prajurit sesemakin tangguh negara dukung ruu tni negara semakin aman,soldiers as strong as the state support the State TNI Bill more secure,Positif,Positif,TextBlob analysis used
yuk dorong ruu tni buat prajurit bergerak lebih tanggap bangsa semakin aman pastinya,"Let's push the TNI Bill for soldiers to move more responsive to the nation, of course",Positif,Positif,TextBlob analysis used
bsk nya mw nguli hsr,BSCK N NAM AYYYYY MEE Y MEEEY,Netral,Netral,TextBlob analysis used
gala,gala,Netral,Netral,TextBlob analysis used
tetep takut mmh help,Still afraid mmh help,Negatif,Negatif,TextBlob analysis used
ayo dukung ruu tni biar tni semakin sigap indonesia lebih aman,Let's Support the TNI Bill so that the TNI is more alert Indonesia,Positif,Positif,TextBlob analysis used
hi apa bisa dilakukan rakyat indonesia ini menolak ruu polri uu tni,Hi can it be done by the Indonesian people to reject the National Police Chief of the Indonesian Law,Netral,Netral,TextBlob analysis used
khutbah lebaran isinya tolak ruu tni ayo gemakan,The Eid sermon contains the TNI Ayo Gemakan Bill,Negatif,Negatif,TextBlob analysis used
hiburan ditengah masalah ruu tni polri ribut rendang willie salim rk selingkuh kisah cinta mayor teddy ramein mereka circle voter,entertainment amidst the problem of the TNI Police Bill Ribut Rendang Willie Salim RK cheating on the love story of Major Teddy Ramein they are circle voter,Positif,Positif,TextBlob analysis used
pemerintah indonesia marapuh mangasih ruu tni mungkin untuh wujudkan agenda presiden prabowo eks militer kuatkan tni panguluan ruu tni mangasih maret ruu polri dibahas orang khawatir soal demokrasi amp ham karna cepat amp kurang transparan,The Indonesian Government Marapuh Mangasih TNI Bill may be to realize the agenda of President Prabowo former Military Strengthening the TNI Panguhan TNI Bill March March Discussed the Disclaimer of Democracy,Negatif,Negatif,TextBlob analysis used
kalo uu tni udah jalan lu bisa ngomongin uu lain lebih urgent dah pahamin dulu oke jelek anyway fokus ruu tni kekerasan sipil aparat,If you have a lot of road you can do it more urgent and then it's okay,Positif,Positif,TextBlob analysis used
